entry_date,entry_price,position,stop_loss,exit_date,exit_price,pnl,open_at_end,symbol,holding_days,return_pct
2024-10-25,856.9322509765625,10,814.0856384277344,2024-10-28,870.9616088867188,140.2935791015625,,TATAMOTORS.NS,3,1.6371606850096205
2024-10-29,835.56591796875,10,793.7876220703124,2024-10-30,833.0377197265625,-25.281982421875,,TATAMOTORS.NS,1,-0.3025731648238499
2024-10-31,826.9401245117188,10,785.5931182861327,2024-11-01,836.260009765625,93.1988525390625,,TATAMOTORS.NS,1,1.1270326566157784
2024-11-04,817.0748901367188,10,776.2211456298828,2024-11-05,828.5264892578125,114.5159912109375,,TATAMOTORS.NS,1,1.4015360475926004
2024-11-06,832.5419311523438,10,790.9148345947265,2024-11-07,812.7620239257812,-197.799072265625,,TATAMOTORS.NS,1,-2.37584516604282
2024-11-08,798.5839233398438,10,758.6547271728515,2024-11-11,797.84033203125,-7.4359130859375,,TATAMOTORS.NS,3,-0.09311373380569657
2024-11-12,778.1594848632812,10,739.2515106201172,2024-11-13,779.547607421875,13.8812255859375,,TATAMOTORS.NS,1,0.17838535487845866
2024-11-14,767.699462890625,10,729.3144897460937,2024-11-18,765.3199462890625,-23.795166015625,,TATAMOTORS.NS,4,-0.3099541834512801
2024-11-19,776.5236206054688,10,737.6974395751953,2024-11-21,767.2532348632812,-92.703857421875,,TATAMOTORS.NS,2,-1.193831777449245
2024-11-22,784.257080078125,10,745.0442260742187,2024-11-25,789.809326171875,55.5224609375,,TATAMOTORS.NS,3,0.7079625080588249
2024-11-26,776.3253173828125,10,737.5090515136718,2024-11-27,777.2672119140625,9.4189453125,,TATAMOTORS.NS,1,0.12132729799736056
2024-11-28,772.8055419921875,10,734.1652648925781,2024-11-29,779.7459106445312,69.4036865234375,,TATAMOTORS.NS,1,0.8980743893803381
2024-12-18,749.2579956054688,10,711.7950958251953,2024-12-19,737.7073364257812,-115.506591796875,,TATAMOTORS.NS,1,-1.5416130688540086
2024-12-20,717.8778076171875,10,681.9839172363281,2024-12-23,716.0435791015625,-18.34228515625,,TATAMOTORS.NS,3,-0.25550706487407016
2024-12-24,729.8250732421875,10,693.333819580078,2024-12-26,734.4849853515625,46.59912109375,,TATAMOTORS.NS,2,0.6384971248896295
2024-12-27,744.1023559570312,10,706.8972381591797,2024-12-30,727.39599609375,-167.0635986328125,,TATAMOTORS.NS,3,-2.2451695965663587
2024-12-31,733.840576171875,10,697.1485473632812,2025-01-01,742.8629760742188,90.2239990234375,,TATAMOTORS.NS,1,1.2294768367006441
2025-01-22,736.4183959960938,10,699.597476196289,2025-01-23,746.0852661132812,96.668701171875,,TATAMOTORS.NS,1,1.312687212832578
2025-01-24,727.8421020507812,10,691.4499969482422,2025-01-27,706.9715576171875,-208.7054443359375,,TATAMOTORS.NS,3,-2.867454956890859
2025-01-28,722.0419921875,10,685.939892578125,2025-01-29,746.0852661132812,240.4327392578125,,TATAMOTORS.NS,1,3.3298996714775124
2025-01-30,690.90966796875,10,656.3641845703124,2025-01-31,709.9955444335938,190.8587646484375,,TATAMOTORS.NS,1,2.7624271811039427
2025-02-01,700.5269775390625,10,665.5006286621093,2025-02-03,681.58984375,-189.371337890625,,TATAMOTORS.NS,2,-2.703269737817704
2025-02-04,704.4928588867188,10,669.2682159423828,2025-02-05,710.9374389648438,64.44580078125,,TATAMOTORS.NS,1,0.9147828820165907
2025-02-06,703.6005859375,10,668.420556640625,2025-02-07,700.7252807617188,-28.7530517578125,,TATAMOTORS.NS,1,-0.40865588136912945
2025-02-10,690.06689453125,10,655.5635498046875,2025-02-11,671.9724731445312,-180.9442138671875,,TATAMOTORS.NS,1,-2.6221256997134987
2025-02-12,678.5162353515625,10,644.5904235839844,2025-02-13,678.0204467773438,-4.9578857421875,,TATAMOTORS.NS,1,-0.073069522641837
2025-02-14,674.8477783203125,10,641.1053894042968,2025-02-17,680.7470092773438,58.9923095703125,,TATAMOTORS.NS,3,0.8741572761363104
2025-02-18,676.5828857421875,10,642.753741455078,2025-02-19,675.1947631835938,-13.8812255859375,,TATAMOTORS.NS,1,-0.20516666735828365
2025-02-21,667.4613037109375,10,634.0882385253906,2025-02-24,662.553466796875,-49.078369140625,,TATAMOTORS.NS,3,-0.7352990932621877
2025-02-25,655.9601440429688,10,623.1621368408203,2025-02-27,643.0214233398438,-129.38720703125,,TATAMOTORS.NS,2,-1.9724858012528041
2025-02-28,615.3592529296875,10,584.5912902832031,2025-03-03,615.85498046875,4.957275390625,,TATAMOTORS.NS,3,0.08055904525728211
2025-03-04,613.921630859375,10,583.2255493164063,2025-03-05,635.3374633789062,214.1583251953125,,TATAMOTORS.NS,1,3.488365850467446
2025-03-06,634.1973266601562,10,602.4874603271484,2025-03-07,642.7735595703125,85.7623291015625,,TATAMOTORS.NS,1,1.3522972345722215
2025-03-10,642.6248168945312,10,610.4935760498047,2025-03-11,642.525634765625,-0.9918212890625,,TATAMOTORS.NS,1,-0.015433908915243145
2025-04-03,648.3753662109375,10,True,2025-04-04,608.6171875,-397.581787109375,,TATAMOTORS.NS,1,-6.1319693472134285
2025-04-04,608.6171875,10,True,2025-04-07,574.8079223632812,-338.0926513671875,,TATAMOTORS.NS,3,-5.555095358972055
2025-04-07,574.8079223632812,10,546.0675262451172,2025-04-08,583.830322265625,90.2239990234375,,TATAMOTORS.NS,1,1.569637360815906
2025-04-09,577.9310913085938,10,549.034536743164,2025-04-11,589.9774780273438,120.4638671875,,TATAMOTORS.NS,2,2.0843984516343794
2025-04-15,616.8960571289062,10,586.0512542724609,2025-04-16,610.7984619140625,-60.9759521484375,,TATAMOTORS.NS,1,-0.9884315427825144
2025-04-17,616.2515869140625,10,585.4390075683593,2025-04-21,624.6790771484375,84.27490234375,,TATAMOTORS.NS,4,1.3675405326867305
2025-06-16,686.6500244140625,10,652.3175231933593,2025-06-27,686.9000244140625,2.5,True,TATAMOTORS.NS,11,0.036408649400883945
