Date,Close,Stock,rsi,ma20,ma50,signal,signal_label
2024-12-26,1880.93505859375,INFY.NS,,,,0,
2024-12-27,1890.1552734375,INFY.NS,,,,0,
2024-12-30,1879.554443359375,INFY.NS,,,,0,
2024-12-31,1853.9151611328125,INFY.NS,,,,0,
2025-01-01,1856.3804931640625,INFY.NS,,,,0,
2025-01-02,1930.68505859375,INFY.NS,,,,0,
2025-01-03,1911.85009765625,INFY.NS,,,,0,
2025-01-06,1910.9625244140625,INFY.NS,,,,0,
2025-01-07,1904.0596923828125,INFY.NS,,,,0,
2025-01-08,1906.3277587890625,INFY.NS,,,,0,
2025-01-09,1890.69775390625,INFY.NS,,,,0,
2025-01-10,1939.65869140625,INFY.NS,,,,0,
2025-01-13,1934.974609375,INFY.NS,,,,0,
2025-01-14,1913.132080078125,INFY.NS,55.507252989530905,,,0,
2025-01-15,1922.598876953125,INFY.NS,58.138569678942616,,,0,
2025-01-16,1901.69287109375,INFY.NS,50.96972916897546,,,0,
2025-01-17,1790.2607421875,INFY.NS,29.84531181121949,,,0,
2025-01-20,1788.1407470703125,INFY.NS,29.594015894214607,,,0,
2025-01-21,1775.7154541015625,INFY.NS,28.100598054510684,,,0,
2025-01-22,1830.69189453125,INFY.NS,42.037835271098906,1880.6194641113282,,0,
2025-01-23,1839.5670166015625,INFY.NS,43.927495698636484,1878.5510620117188,,0,
2025-01-24,1849.4283447265625,INFY.NS,46.032799709324856,1876.514715576172,,0,
2025-01-27,1796.719970703125,INFY.NS,37.852204006905446,1872.3729919433595,,0,
2025-01-28,1804.3624267578125,INFY.NS,39.530211907864924,1869.8953552246094,,0,
2025-01-29,1855.1478271484375,INFY.NS,49.32230885006175,1869.833721923828,,0,
2025-01-30,1834.143310546875,INFY.NS,46.00418143351922,1865.0066345214843,,0,
2025-01-31,1853.718017578125,INFY.NS,49.419270335392305,1862.100030517578,,0,
2025-02-01,1825.6627197265625,INFY.NS,45.02395699107778,1857.8350402832032,,0,
2025-02-03,1837.447021484375,INFY.NS,47.150188782859864,1854.5044067382812,,0,
2025-02-04,1872.4544677734375,INFY.NS,52.969337854469,1852.8107421875,,0,
2025-02-05,1870.7286376953125,INFY.NS,52.66149328391987,1851.8122863769531,,0,
