entry_date,entry_price,position,exit_date,exit_price,pnl,symbol,holding_days,return_pct
2024-12-26,4067.530029296875,10,2025-01-09,3940.453369140625,-1270.7666015625,TCS.NS,14,-3.1241726364886073
2025-06-04,3380.89990234375,10,2025-06-26,3441.800048828125,609.00146484375,TCS.NS,22,1.801299897762635
