Date,Close,Stock,rsi,ma20,ma50,signal,signal_label
2024-12-26,4122.5458984375,TCS.NS,,,,0,
2024-12-27,4118.34326171875,TCS.NS,,,,0,
2024-12-30,4112.3603515625,TCS.NS,,,,0,
2024-12-31,4049.07568359375,TCS.NS,,,,0,
2025-01-01,4066.528564453125,TCS.NS,,,,0,
2025-01-02,4129.12158203125,TCS.NS,,,,0,
2025-01-03,4054.118408203125,TCS.NS,,,,0,
2025-01-06,4049.273193359375,TCS.NS,,,,0,
2025-01-07,3983.318115234375,TCS.NS,,,,0,
2025-01-08,4062.523681640625,TCS.NS,,,,0,
2025-01-09,3993.75048828125,TCS.NS,,,,0,
2025-01-10,4218.017578125,TCS.NS,,,,0,
2025-01-13,4243.18359375,TCS.NS,,,,0,
2025-01-14,4185.78173828125,TCS.NS,57.05102250609896,,,0,
2025-01-15,4202.14697265625,TCS.NS,58.362655541776036,,,0,
2025-01-16,4159.330078125,TCS.NS,53.738595658806396,,,0,
2025-01-17,4087.964599609375,TCS.NS,47.04769668871821,,,0,
2025-01-20,4041.87451171875,TCS.NS,43.29820743188117,,,0,
2025-01-21,4000.294189453125,TCS.NS,40.186631858580434,,,0,
2025-01-22,4119.98046875,TCS.NS,51.08360906729497,4099.976647949219,,0,
2025-01-23,4108.9287109375,TCS.NS,50.17460994195923,4099.295788574219,,0,
2025-01-24,4115.767578125,TCS.NS,50.758526016473176,4099.167004394531,,0,
2025-01-27,4029.335693359375,TCS.NS,43.77603141933458,4095.015771484375,,0,
2025-01-28,4004.704833984375,TCS.NS,42.00278160498041,4092.797229003906,,0,
2025-01-29,4063.680419921875,TCS.NS,47.487720453885835,4092.654821777344,,0,
2025-01-30,4063.92822265625,TCS.NS,47.51018295943466,4089.395153808594,,0,
2025-01-31,4076.16943359375,TCS.NS,48.67807640894707,4090.497705078125,,0,
2025-02-01,4037.265380859375,TCS.NS,45.23344339066587,4089.897314453125,,0,
2025-02-03,4032.804931640625,TCS.NS,44.84164779210616,4092.3716552734377,,0,
2025-02-04,4070.866455078125,TCS.NS,48.90834749584198,4092.7887939453126,,0,
2025-02-05,4055.057373046875,TCS.NS,47.346899466717424,4095.854138183594,,0,
2025-02-06,4046.78076171875,TCS.NS,46.50971944495318,4087.2922973632812,,0,
2025-02-07,3993.900634765625,TCS.NS,41.46503547774894,4074.8281494140624,,0,
2025-02-10,4001.38427734375,TCS.NS,42.41693315585375,4065.6082763671875,,0,
2025-02-11,3928.631103515625,TCS.NS,36.24590599506369,4051.932482910156,,0,
2025-02-12,3915.348876953125,TCS.NS,35.237970579694434,4039.7334228515624,,0,
2025-02-13,3875.701416015625,TCS.NS,32.346430069349566,4029.120263671875,,0,
2025-02-14,3900.183837890625,TCS.NS,35.84715505155759,4022.0357299804687,,0,
2025-02-17,3870.10107421875,TCS.NS,33.54991322637423,4015.52607421875,,0,
2025-02-18,3839.076904296875,TCS.NS,31.320704835735313,4001.4808959960938,,0,
2025-02-19,3750.761962890625,TCS.NS,26.02049037360308,3983.57255859375,,0,
2025-02-20,3746.103271484375,TCS.NS,25.772727211667515,3965.0893432617186,,0,
2025-02-21,3752.645263671875,TCS.NS,26.82640161830841,3951.2548217773438,,0,
2025-02-24,3643.218017578125,TCS.NS,21.363579290188525,3933.1804809570312,,0,
2025-02-25,3597.573486328125,TCS.NS,19.5731266982051,3909.875134277344,,0,
2025-02-27,3580.723388671875,TCS.NS,18.942005001827027,3885.714892578125,,0,
2025-02-28,3452.5625,TCS.NS,14.984417402630015,3854.5345458984375,,0,
2025-03-03,3462.276123046875,TCS.NS,16.40992560469192,3825.7850830078123,,0,
2025-03-04,3500.9326171875,TCS.NS,22.014118464406096,3799.1914672851562,,0,
2025-03-05,3515.80029296875,TCS.NS,24.12121309718158,3771.4381591796873,3960.6349560546873,0,
2025-03-06,3569.869873046875,TCS.NS,31.3822572977772,3747.1787841796877,3949.581435546875,0,
2025-03-07,3579.385009765625,TCS.NS,32.60449687009725,3723.8089965820313,3938.8022705078124,0,
2025-03-10,3558.02490234375,TCS.NS,31.258449247881117,3702.0152099609377,3927.7155615234374,0,
2025-03-11,3543.801513671875,TCS.NS,30.35964736431349,3679.1360717773437,3917.610078125,0,
2025-03-12,3475.31005859375,TCS.NS,26.420078888258047,3656.47001953125,3905.7857080078124,0,
2025-03-13,3480.117431640625,TCS.NS,27.134786304398773,3634.708447265625,3892.805625,0,
2025-03-17,3466.885009765625,TCS.NS,26.37536352059253,3614.267626953125,3881.06095703125,0,
2025-03-18,3466.885009765625,TCS.NS,26.37536352059253,3592.602685546875,3869.413193359375,0,
2025-03-19,3466.29052734375,TCS.NS,26.336958157420213,3572.412158203125,3859.0726416015623,0,
2025-03-20,3531.75830078125,TCS.NS,37.184545704510654,3557.0462280273437,3848.457333984375,0,
2025-03-21,3546.576904296875,TCS.NS,39.361243768073,3546.8369750976562,3839.5138623046873,0,
2025-03-24,3596.978759765625,TCS.NS,46.19107443001405,3539.380749511719,3827.0930859375,0,
2025-03-25,3625.525146484375,TCS.NS,49.65005375356761,3533.0247436523437,3814.7399169921873,0,
2025-03-26,3603.7685546875,TCS.NS,47.161725157161214,3531.0522705078124,3803.0996533203124,0,
2025-03-27,3619.03271484375,TCS.NS,49.08952478681173,3532.1252319335936,3791.4373681640627,0,
2025-03-28,3574.379638671875,TCS.NS,44.0287943135065,3531.8080444335938,3779.738359375,0,
2025-04-01,3519.517333984375,TCS.NS,38.74391331473336,3535.1557861328124,3768.3694140625,0,
2025-04-02,3512.7275390625,TCS.NS,38.133847986538335,3537.678356933594,3757.786474609375,0,
2025-04-03,3373.16796875,TCS.NS,28.277744157716043,3531.2901245117187,3745.2439501953127,0,
2025-04-04,3270.33203125,TCS.NS,23.46506994796215,3519.016711425781,3728.2509814453124,0,
2025-04-07,3245.20556640625,TCS.NS,22.45927689016338,3502.78349609375,3710.9765185546876,0,
2025-04-08,3263.93896484375,TCS.NS,25.039108656412054,3487.011193847656,3693.9399462890624,0,
2025-04-09,3217.997314453125,TCS.NS,23.016655537518545,3470.009814453125,3677.7131787109374,0,
2025-04-11,3203.0302734375,TCS.NS,22.382377243508927,3452.9712524414062,3661.6796875,0,
2025-04-15,3219.583251953125,TCS.NS,24.84897001459936,3440.184912109375,3644.797744140625,0,
2025-04-16,3244.957763671875,TCS.NS,28.59500587737429,3428.4269287109373,3628.4183349609375,0,
2025-04-17,3269.83642578125,TCS.NS,32.16529155373783,3418.574499511719,3612.2916748046873,0,
2025-04-21,3292.336669921875,TCS.NS,35.31536309104189,3409.8470825195313,3597.3931005859376,0,
2025-04-22,3285.199951171875,TCS.NS,34.76392933584779,3400.7925537109377,3582.4410009765625,0,
2025-04-23,3382.931396484375,TCS.NS,46.974474983535636,3393.351208496094,3568.6822998046873,0,
2025-04-24,3371.6318359375,TCS.NS,45.904642447656755,3384.603955078125,3555.0137890625,0,
2025-04-25,3417.623046875,TCS.NS,50.81470599412214,3375.6361694335938,3542.430634765625,0,
2025-04-28,3413.16259765625,TCS.NS,50.33749857649024,3365.0180419921876,3530.8158740234376,0,
2025-04-29,3441.9072265625,TCS.NS,53.376201291159035,3356.9249755859373,3519.6263330078127,0,
2025-04-30,3423.272705078125,TCS.NS,51.189513174923555,3347.1369750976564,3509.5191650390625,0,
2025-05-02,3400.772705078125,TCS.NS,48.600530474922735,3338.4566284179687,3499.2276416015625,0,
2025-05-05,3423.867431640625,TCS.NS,51.32195483724876,3333.6741333007812,3490.1909619140624,0,
2025-05-06,3429.517333984375,TCS.NS,51.991634867168294,3329.513623046875,3480.7776318359374,0,
2025-05-07,3414.74853515625,TCS.NS,50.05318379603283,3331.5926513671875,3471.6705810546873,0,
2025-05-08,3418.514892578125,TCS.NS,50.559434729537486,3339.0017944335937,3463.2593408203124,0,
2025-05-09,3409.990966796875,TCS.NS,49.340544005299854,3347.241064453125,3456.4439208984377,0,
2025-05-12,3588.50390625,TCS.NS,67.18357300447542,3363.4693115234377,3453.29193359375,0,
2025-05-13,3484.03271484375,TCS.NS,54.97914175741645,3376.7710815429687,3447.9196826171874,0,
2025-05-14,3517.435791015625,TCS.NS,57.62943140383525,3392.491357421875,3445.4040380859374,0,
2025-05-15,3548.36083984375,TCS.NS,59.97842769039353,3408.9302368164062,3444.41978515625,0,
2025-05-16,3529.9248046875,TCS.NS,57.91701004831725,3423.1785888671875,3443.4038134765624,0,
2025-05-19,3487.79931640625,TCS.NS,53.40073627752705,3434.0767333984377,3444.1085498046873,0,
2025-05-20,3467.47998046875,TCS.NS,51.32187326197085,3442.8338989257813,3444.212626953125,0,
2025-05-21,3494.737548828125,TCS.NS,53.913738349754965,3453.3107788085936,3444.0887255859375,0,
2025-05-22,3446.367431640625,TCS.NS,48.93444290049212,3456.4825805664063,3442.700068359375,1,BUY
2025-05-23,3483.63623046875,TCS.NS,52.56925010393356,3462.082800292969,3440.9753955078127,0,
2025-05-26,3506.13623046875,TCS.NS,54.66716557524388,3466.5084594726563,3439.510419921875,0,
2025-05-27,3467.876220703125,TCS.NS,50.5710063288439,3469.244140625,3437.7074462890623,0,
2025-05-28,3466.885009765625,TCS.NS,50.46550677894039,3470.493029785156,3436.1691162109373,0,
2025-05-29,3467.28173828125,TCS.NS,50.51000866360119,3472.6934814453125,3436.0085498046874,0,
2025-05-30,3432.88720703125,TCS.NS,46.60116654747028,3474.299206542969,3435.0639453125,1,BUY
2025-06-02,3419.4072265625,TCS.NS,45.127180286909514,3474.0761962890624,3434.1143896484373,1,BUY
2025-06-03,3375.199951171875,TCS.NS,40.59264141861745,3471.3603271484376,3432.2806884765623,1,BUY
2025-06-04,3380.89990234375,TCS.NS,41.41012598955171,3469.6678955078123,3430.5728759765625,1,BUY
2025-06-05,3371.10009765625,TCS.NS,40.38127999545694,3467.297155761719,3427.3597119140627,1,BUY
2025-06-06,3384.199951171875,TCS.NS,42.440004678916964,3466.007604980469,3424.1121728515627,1,BUY
2025-06-09,3421.89990234375,TCS.NS,48.00466936565048,3457.6774047851563,3420.610595703125,1,BUY
2025-06-10,3462.89990234375,TCS.NS,53.29310255479782,3456.6207641601563,3417.3580908203126,0,
2025-06-11,3471.89990234375,TCS.NS,54.38975353973429,3454.3439697265626,3414.7207177734376,0,
2025-06-12,3434.199951171875,TCS.NS,49.18063211159357,3448.6359252929688,3411.0240625,1,BUY
2025-06-13,3445.699951171875,TCS.NS,50.73075120978881,3444.4246826171875,3408.45046875,0,
2025-06-16,3496.300048828125,TCS.NS,56.95261852321299,3444.849719238281,3407.986123046875,0,
2025-06-17,3515.300048828125,TCS.NS,59.04407335767024,3447.24072265625,3408.0375732421876,0,
2025-06-18,3451.39990234375,TCS.NS,50.20889448304297,3445.073840332031,3409.6022119140625,0,
2025-06-19,3424.0,TCS.NS,46.96375272635922,3443.95546875,3412.6755712890626,1,BUY
2025-06-20,3435.699951171875,TCS.NS,48.494578196809385,3441.5586547851562,3416.485458984375,1,BUY
2025-06-23,3393.60009765625,TCS.NS,43.61613462179094,3435.931848144531,3419.078681640625,1,BUY
2025-06-24,3390.39990234375,TCS.NS,43.25988529937233,3432.0580322265623,3422.5267333984375,1,BUY
2025-06-25,3444.800048828125,TCS.NS,50.640401805745725,3430.9537841796873,3427.36212890625,0,
2025-06-26,3431.5,TCS.NS,48.96350291906377,3429.164697265625,3431.6004638671875,0,
